title,id,stage,creation,activity,type,components,status,creator
Add special case for latin messages in email.mime.text,15016,4,2012-06-06.09:13:28,2012-06-24.14:48:06,6,['29'],1,15683
Getting the starting date of iso week from a week number and a year.,14423,4,2012-03-27.12:01:13,2012-06-15.11:04:49,6,['9'],1,15724
Cygwin install (regen) problem,15047,4,2012-06-11.18:21:42,2012-06-15.00:08:21,5,['1'],1,71
Tkinter single-threaded deadlock,14390,4,2012-03-22.20:48:30,2012-06-08.19:01:00,5,['13'],1,15696
inspect.getargs fails on some anonymous tuples,14611,4,2012-04-18.08:35:08,2012-05-21.06:17:08,5,['9'],1,15854
email/charset.py convert() patch,1443875,4,2006-03-06.04:41:30,2012-05-16.01:38:34,6,"['9', '29']",1,2275
External storage protocol for large email messages,1043706,4,2004-10-09.20:34:27,2012-05-16.01:35:42,6,"['9', '29']",1,19
zipfile.ZipFile.write should accept fp as argument,11980,4,2011-05-02.16:34:51,2012-04-07.19:25:47,6,['9'],1,14213
Add socketserver running property,14375,4,2012-03-20.16:53:10,2012-03-27.15:58:28,6,[],1,3080
make cProfile multi-stack aware,9609,4,2010-08-15.15:09:35,2012-03-26.14:49:16,6,['5'],1,2217
"""setup.py register sdist upload"" requires pass to be saved",9995,4,2010-09-30.09:27:21,2012-03-24.15:52:02,5,"['3', '25']",1,2984
tkinter Dialog fails when more than four buttons are used,1447222,4,2006-03-10.13:54:22,2012-03-22.20:32:54,5,['13'],1,2571
move_file()'s return value when dry_run=1 unclear,1112955,4,2005-01-31.05:18:41,2012-02-25.06:51:00,5,['3'],1,4608
Distutils manifest: recursive-(include|exclude) matches suffix instead of full filename,14106,4,2012-02-24.14:46:34,2012-02-25.05:45:21,5,"['3', '25']",1,4348
Allow to use a part of subprocess module during building Python,7438,4,2009-12-05.04:34:42,2012-02-21.03:19:48,5,['9'],1,9138
Infinite recursion in curses.textpad.Textbox,13051,4,2011-09-28.00:47:10,2012-01-25.14:28:02,1,['9'],1,14932
timeit execution enviroment,1397474,4,2006-01-05.03:50:10,2012-01-14.00:54:52,5,['4'],1,2497
ctypes' find_library breaks with ARM ABIs,13508,4,2011-11-30.14:54:33,2011-12-30.20:55:57,5,['22'],1,15205
Base.replace breaks tree,6899,4,2009-09-13.08:50:39,2011-11-29.13:17:09,5,['20'],1,8
Fix for broken nice test on non-broken platforms with pedantic compilers,13497,4,2011-11-29.11:29:14,2011-11-29.11:47:22,2,[],1,9509
"shlex not posix compliant when parsing ""foo#bar""",7611,4,2009-12-31.08:42:42,2011-11-27.18:27:51,6,['9'],1,11304
String formatting bug in interactive mode,13410,4,2011-11-15.22:04:50,2011-11-20.09:13:37,5,['8'],1,15143
Improve dbm modules,9523,4,2010-08-05.15:23:53,2011-11-09.22:35:50,6,['5'],1,12118
Multiprocessing logging levels unclear,12174,4,2011-05-25.11:54:07,2011-10-18.20:05:22,None,['4'],1,13161
FD leak in urllib2,13131,4,2011-10-08.12:25:52,2011-10-17.11:40:28,3,"['9', '23']",1,13263
[AIX] Patch to correct the AIX C/C++ linker argument used for 'runtime_library_dirs',6164,4,2009-06-01.17:22:37,2011-10-09.09:25:54,5,"['3', '25']",1,10434
cross platform failure and silly test in doctest,6703,4,2009-08-14.16:18:16,2011-09-09.20:13:38,None,['9'],1,4165
Implement configurable bitfield allocation strategy,12528,4,2011-07-10.19:52:36,2011-09-02.02:23:35,6,['22'],1,14475
"problem with packaged dependency extracter script, pdeps",11123,4,2011-02-04.22:41:18,2011-07-05.16:02:48,5,['2'],1,13725
Doctest sees directives in strings when it should only see them in comments,11909,4,2011-04-22.19:31:22,2011-07-04.03:45:34,6,['9'],1,4470
dict view values objects are missing tp_richcmp and tp_as_number,12445,4,2011-06-30.00:03:10,2011-06-30.15:00:10,5,['8'],1,13355
shlex refactoring,7594,4,2009-12-29.08:07:40,2011-06-14.16:03:49,7,['9'],1,2860
bdist_wininst install_script not run on uninstall,12200,4,2011-05-28.02:08:46,2011-06-03.15:49:51,5,['3'],1,10
doctest not working on nested functions,12055,4,2011-05-11.11:56:40,2011-05-24.16:00:11,6,['9'],1,12293
Extend subprocess.kill to be able to kill process groups,5115,4,2009-01-31.02:50:59,2011-04-26.21:09:52,6,['9'],1,4505
extra_path kwarg to setup() undocumented,901727,4,2004-02-21.15:04:07,2011-03-20.22:34:33,None,['3'],1,886
Enhance Cmd support for docstrings and document it.,7913,4,2010-02-11.18:57:20,2011-03-20.15:50:31,6,['9'],1,9663
Added clearerr() to clear EOF state,1706039,4,2007-04-23.17:21:41,2011-03-11.15:56:21,5,"['8', '23']",1,3133
ftplib passive ftp problem on multihomed clients,1661754,4,2007-02-16.19:36:59,2011-03-03.22:24:05,5,['9'],1,3770
trace module compares directories as strings (--ignore-dir),10896,4,2011-01-12.14:44:16,2011-01-19.15:40:45,5,['9'],1,13595
time.strftime may hung while trying to open /etc/localtime but does not release GIL,7739,4,2010-01-19.09:23:55,2011-01-11.00:11:27,7,[],1,10422
bdist_wininst ignores build_lib from build command,1109963,4,2005-01-26.15:52:56,2011-01-11.00:05:41,5,['3'],1,1334
Graphviz output for 2to3 fixer patterns,9621,4,2010-08-16.15:39:57,2010-12-02.20:28:22,6,['20'],1,12166
xmlrpclib does not handle some non-printable characters properly,10066,4,2010-10-11.16:16:39,2010-10-14.21:03:59,5,['16'],1,13123
Recursive variable definition causes sysconfig infinite loop,919238,4,2004-03-19.03:15:15,2010-09-07.13:31:53,5,['3'],1,1693

